dataset,reference_year,window,exposure_family,exposure_variant,exposure_kind,alignment,outcome,support_rows,support_weight,months_used,estimate_or_contrast,direction_flag,notes
SIPP,2023,core_aug_oct_2023,pending_backlog_component,pending_rate,component,same,medicaid_exit_to_uninsured_next,21847,208140509.34,3,0.1504,expected,Higher pending rate means heavier backlog strain.
SIPP,2023,core_aug_oct_2023,pending_backlog_component,pending_rate,component,same,persistent_uninsured_h2,21794,207450502.08,3,0.1185,expected,Higher pending rate means heavier backlog strain.
SIPP,2023,core_aug_oct_2023,pending_backlog_component,pending_rate,component,same,broad_exit_resolved_insured_h2,21794,207450502.08,3,-0.0695,expected,Higher pending rate means heavier backlog strain.
SIPP,2023,core_aug_oct_2023,pending_backlog_component,pending_rate,component,lag1,medicaid_exit_to_uninsured_next,21726,207089597.15,3,0.0648,expected,Higher pending rate means heavier backlog strain.
SIPP,2023,core_aug_oct_2023,pending_backlog_component,pending_rate,component,lag1,persistent_uninsured_h2,21673,206399589.89,3,0.0386,expected,Higher pending rate means heavier backlog strain.
SIPP,2023,core_aug_oct_2023,pending_backlog_component,pending_rate,component,lag1,broad_exit_resolved_insured_h2,21673,206399589.89,3,-0.0332,expected,Higher pending rate means heavier backlog strain.
SIPP,2023,core_aug_oct_2023,pending_backlog_component,pending_rate,component,lead1,medicaid_exit_to_uninsured_next,21847,208140509.34,3,0.1681,expected,Higher pending rate means heavier backlog strain.
SIPP,2023,core_aug_oct_2023,pending_backlog_component,pending_rate,component,lead1,persistent_uninsured_h2,21794,207450502.08,3,0.1331,expected,Higher pending rate means heavier backlog strain.
SIPP,2023,core_aug_oct_2023,pending_backlog_component,pending_rate,component,lead1,broad_exit_resolved_insured_h2,21794,207450502.08,3,0.0787,unexpected,Higher pending rate means heavier backlog strain.
SIPP,2023,core_aug_oct_2023,pending_backlog_component,pending_rate,component,lag2,medicaid_exit_to_uninsured_next,21047,201406281.0,3,0.0463,expected,Higher pending rate means heavier backlog strain.
SIPP,2023,core_aug_oct_2023,pending_backlog_component,pending_rate,component,lag2,persistent_uninsured_h2,20994,200716273.73,3,0.0164,expected,Higher pending rate means heavier backlog strain.
SIPP,2023,core_aug_oct_2023,pending_backlog_component,pending_rate,component,lag2,broad_exit_resolved_insured_h2,20994,200716273.73,3,0.0064,unexpected,Higher pending rate means heavier backlog strain.
SIPP,2023,mature_jun_oct_2023,pending_backlog_component,pending_rate,component,same,medicaid_exit_to_uninsured_next,35700,341134991.66,5,0.0953,expected,Higher pending rate means heavier backlog strain.
SIPP,2023,mature_jun_oct_2023,pending_backlog_component,pending_rate,component,same,persistent_uninsured_h2,35615,340051538.03,5,0.0847,expected,Higher pending rate means heavier backlog strain.
SIPP,2023,mature_jun_oct_2023,pending_backlog_component,pending_rate,component,same,broad_exit_resolved_insured_h2,35615,340051538.03,5,-0.1034,expected,Higher pending rate means heavier backlog strain.
SIPP,2023,mature_jun_oct_2023,pending_backlog_component,pending_rate,component,lag1,medicaid_exit_to_uninsured_next,31932,306259200.65,5,0.0572,expected,Higher pending rate means heavier backlog strain.
SIPP,2023,mature_jun_oct_2023,pending_backlog_component,pending_rate,component,lag1,persistent_uninsured_h2,31850,305202233.09,5,0.0476,expected,Higher pending rate means heavier backlog strain.
SIPP,2023,mature_jun_oct_2023,pending_backlog_component,pending_rate,component,lag1,broad_exit_resolved_insured_h2,31850,305202233.09,5,-0.0601,expected,Higher pending rate means heavier backlog strain.
SIPP,2023,mature_jun_oct_2023,pending_backlog_component,pending_rate,component,lead1,medicaid_exit_to_uninsured_next,36387,346801046.12,5,0.0841,expected,Higher pending rate means heavier backlog strain.
SIPP,2023,mature_jun_oct_2023,pending_backlog_component,pending_rate,component,lead1,persistent_uninsured_h2,36296,345640037.5,5,0.0723,expected,Higher pending rate means heavier backlog strain.
SIPP,2023,mature_jun_oct_2023,pending_backlog_component,pending_rate,component,lead1,broad_exit_resolved_insured_h2,36296,345640037.5,5,-0.0276,expected,Higher pending rate means heavier backlog strain.
SIPP,2023,mature_jun_oct_2023,pending_backlog_component,pending_rate,component,lag2,medicaid_exit_to_uninsured_next,24588,236236534.94,4,0.0653,expected,Higher pending rate means heavier backlog strain.
SIPP,2023,mature_jun_oct_2023,pending_backlog_component,pending_rate,component,lag2,persistent_uninsured_h2,24524,235411604.32,4,0.0495,expected,Higher pending rate means heavier backlog strain.
SIPP,2023,mature_jun_oct_2023,pending_backlog_component,pending_rate,component,lag2,broad_exit_resolved_insured_h2,24524,235411604.32,4,0.0248,unexpected,Higher pending rate means heavier backlog strain.
SIPP,2023,core_aug_oct_2023,ex_parte_component,ex_parte_renewal_rate,component,same,medicaid_exit_to_uninsured_next,21847,208140509.34,3,-0.0898,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,core_aug_oct_2023,ex_parte_component,ex_parte_renewal_rate,component,same,persistent_uninsured_h2,21794,207450502.08,3,-0.0901,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,core_aug_oct_2023,ex_parte_component,ex_parte_renewal_rate,component,same,broad_exit_resolved_insured_h2,21794,207450502.08,3,0.0299,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,core_aug_oct_2023,ex_parte_component,ex_parte_renewal_rate,component,lag1,medicaid_exit_to_uninsured_next,21726,207089597.15,3,-0.0277,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,core_aug_oct_2023,ex_parte_component,ex_parte_renewal_rate,component,lag1,persistent_uninsured_h2,21673,206399589.89,3,-0.0311,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,core_aug_oct_2023,ex_parte_component,ex_parte_renewal_rate,component,lag1,broad_exit_resolved_insured_h2,21673,206399589.89,3,0.03,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,core_aug_oct_2023,ex_parte_component,ex_parte_renewal_rate,component,lead1,medicaid_exit_to_uninsured_next,21847,208140509.34,3,-0.0823,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,core_aug_oct_2023,ex_parte_component,ex_parte_renewal_rate,component,lead1,persistent_uninsured_h2,21794,207450502.08,3,-0.0824,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,core_aug_oct_2023,ex_parte_component,ex_parte_renewal_rate,component,lead1,broad_exit_resolved_insured_h2,21794,207450502.08,3,-0.057,unexpected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,core_aug_oct_2023,ex_parte_component,ex_parte_renewal_rate,component,lag2,medicaid_exit_to_uninsured_next,21047,201406281.0,3,0.0202,unexpected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,core_aug_oct_2023,ex_parte_component,ex_parte_renewal_rate,component,lag2,persistent_uninsured_h2,20994,200716273.73,3,0.0162,unexpected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,core_aug_oct_2023,ex_parte_component,ex_parte_renewal_rate,component,lag2,broad_exit_resolved_insured_h2,20994,200716273.73,3,-0.0038,unexpected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,mature_jun_oct_2023,ex_parte_component,ex_parte_renewal_rate,component,same,medicaid_exit_to_uninsured_next,35700,341134991.66,5,-0.1115,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,mature_jun_oct_2023,ex_parte_component,ex_parte_renewal_rate,component,same,persistent_uninsured_h2,35615,340051538.03,5,-0.1021,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,mature_jun_oct_2023,ex_parte_component,ex_parte_renewal_rate,component,same,broad_exit_resolved_insured_h2,35615,340051538.03,5,-0.0071,unexpected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,mature_jun_oct_2023,ex_parte_component,ex_parte_renewal_rate,component,lag1,medicaid_exit_to_uninsured_next,31932,306259200.65,5,-0.0846,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,mature_jun_oct_2023,ex_parte_component,ex_parte_renewal_rate,component,lag1,persistent_uninsured_h2,31850,305202233.09,5,-0.0768,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,mature_jun_oct_2023,ex_parte_component,ex_parte_renewal_rate,component,lag1,broad_exit_resolved_insured_h2,31850,305202233.09,5,-0.0024,unexpected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,mature_jun_oct_2023,ex_parte_component,ex_parte_renewal_rate,component,lead1,medicaid_exit_to_uninsured_next,36387,346801046.12,5,-0.1125,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,mature_jun_oct_2023,ex_parte_component,ex_parte_renewal_rate,component,lead1,persistent_uninsured_h2,36296,345640037.5,5,-0.1067,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,mature_jun_oct_2023,ex_parte_component,ex_parte_renewal_rate,component,lead1,broad_exit_resolved_insured_h2,36296,345640037.5,5,-0.0754,unexpected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,mature_jun_oct_2023,ex_parte_component,ex_parte_renewal_rate,component,lag2,medicaid_exit_to_uninsured_next,24588,236236534.94,4,-0.0009,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,mature_jun_oct_2023,ex_parte_component,ex_parte_renewal_rate,component,lag2,persistent_uninsured_h2,24524,235411604.32,4,-0.0042,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,mature_jun_oct_2023,ex_parte_component,ex_parte_renewal_rate,component,lag2,broad_exit_resolved_insured_h2,24524,235411604.32,4,0.0201,expected,Higher ex parte renewal should relieve administrative burden.
SIPP,2023,core_aug_oct_2023,backlog_automation_composite,backlog_automation_index,composite_z,same,medicaid_exit_to_uninsured_next,21847,208140509.34,3,0.1636,expected,Equal-weight within-month z-score composite of pending burden and low ex parte renewal.
SIPP,2023,core_aug_oct_2023,backlog_automation_composite,backlog_automation_index,composite_z,same,persistent_uninsured_h2,21794,207450502.08,3,0.1407,expected,Equal-weight within-month z-score composite of pending burden and low ex parte renewal.
SIPP,2023,core_aug_oct_2023,backlog_automation_composite,backlog_automation_index,composite_z,same,broad_exit_resolved_insured_h2,21794,207450502.08,3,-0.0684,expected,Equal-weight within-month z-score composite of pending burden and low ex parte renewal.
SIPP,2023,core_aug_oct_2023,backlog_automation_composite,backlog_automation_index,composite_z,lag1,medicaid_exit_to_uninsured_next,21726,207089597.15,3,0.0651,expected,Equal-weight within-month z-score composite of pending burden and low ex parte renewal.
SIPP,2023,core_aug_oct_2023,backlog_automation_composite,backlog_automation_index,composite_z,lag1,persistent_uninsured_h2,21673,206399589.89,3,0.0488,expected,Equal-weight within-month z-score composite of pending burden and low ex parte renewal.
SIPP,2023,core_aug_oct_2023,backlog_automation_composite,backlog_automation_index,composite_z,lag1,broad_exit_resolved_insured_h2,21673,206399589.89,3,-0.0457,expected,Equal-weight within-month z-score composite of pending burden and low ex parte renewal.
SIPP,2023,core_aug_oct_2023,backlog_automation_composite,backlog_automation_index,composite_z,lead1,medicaid_exit_to_uninsured_next,21847,208140509.34,3,0.1863,expected,Equal-weight within-month z-score composite of pending burden and low ex parte renewal.
SIPP,2023,core_aug_oct_2023,backlog_automation_composite,backlog_automation_index,composite_z,lead1,persistent_uninsured_h2,21794,207450502.08,3,0.1601,expected,Equal-weight within-month z-score composite of pending burden and low ex parte renewal.
SIPP,2023,core_aug_oct_2023,backlog_automation_composite,backlog_automation_index,composite_z,lead1,broad_exit_resolved_insured_h2,21794,207450502.08,3,0.0891,unexpected,Equal-weight within-month z-score composite of pending burden and low ex parte renewal.
SIPP,2023,core_aug_oct_2023,backlog_automation_composite,backlog_automation_index,composite_z,lag2,medicaid_exit_to_uninsured_next,21047,201406281.0,3,0.021,expected,Equal-weight within-month z-score composite of pending burden and low ex parte renewal.
SIPP,2023,core_aug_oct_2023,backlog_automation_composite,backlog_automation_index,composite_z,lag2,persistent_uninsured_h2,20994,200716273.73,3,0.0042,expected,Equal-weight within-month z-score composite of pending burden and low ex parte renewal.
SIPP,2023,core_aug_oct_2023,backlog_automation_composite,backlog_automation_index,composite_z,lag2,broad_exit_resolved_insured_h2,20994,200716273.73,3,0.0095,unexpected,Equal-weight within-month z-score composite of pending burden and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023,backlog_automation_composite,backlog_automation_index,composite_z,same,medicaid_exit_to_uninsured_next,35700,341134991.66,5,0.142,expected,Equal-weight within-month z-score composite of pending burden and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023,backlog_automation_composite,backlog_automation_index,composite_z,same,persistent_uninsured_h2,35615,340051538.03,5,0.1269,expected,Equal-weight within-month z-score composite of pending burden and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023,backlog_automation_composite,backlog_automation_index,composite_z,same,broad_exit_resolved_insured_h2,35615,340051538.03,5,-0.0626,expected,Equal-weight within-month z-score composite of pending burden and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023,backlog_automation_composite,backlog_automation_index,composite_z,lag1,medicaid_exit_to_uninsured_next,31932,306259200.65,5,0.1012,expected,Equal-weight within-month z-score composite of pending burden and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023,backlog_automation_composite,backlog_automation_index,composite_z,lag1,persistent_uninsured_h2,31850,305202233.09,5,0.0878,expected,Equal-weight within-month z-score composite of pending burden and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023,backlog_automation_composite,backlog_automation_index,composite_z,lag1,broad_exit_resolved_insured_h2,31850,305202233.09,5,-0.0395,expected,Equal-weight within-month z-score composite of pending burden and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023,backlog_automation_composite,backlog_automation_index,composite_z,lead1,medicaid_exit_to_uninsured_next,36387,346801046.12,5,0.1419,expected,Equal-weight within-month z-score composite of pending burden and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023,backlog_automation_composite,backlog_automation_index,composite_z,lead1,persistent_uninsured_h2,36296,345640037.5,5,0.129,expected,Equal-weight within-month z-score composite of pending burden and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023,backlog_automation_composite,backlog_automation_index,composite_z,lead1,broad_exit_resolved_insured_h2,36296,345640037.5,5,0.0313,unexpected,Equal-weight within-month z-score composite of pending burden and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023,backlog_automation_composite,backlog_automation_index,composite_z,lag2,medicaid_exit_to_uninsured_next,24588,236236534.94,4,0.0488,expected,Equal-weight within-month z-score composite of pending burden and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023,backlog_automation_composite,backlog_automation_index,composite_z,lag2,persistent_uninsured_h2,24524,235411604.32,4,0.0411,expected,Equal-weight within-month z-score composite of pending burden and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023,backlog_automation_composite,backlog_automation_index,composite_z,lag2,broad_exit_resolved_insured_h2,24524,235411604.32,4,0.0054,unexpected,Equal-weight within-month z-score composite of pending burden and low ex parte renewal.
SIPP,2023,core_aug_oct_2023,backlog_automation_composite,backlog_automation_rank_index,composite_rank,same,medicaid_exit_to_uninsured_next,21847,208140509.34,3,0.2106,expected,Equal-weight within-month rank-based composite of pending burden and low ex parte renewal.
SIPP,2023,core_aug_oct_2023,backlog_automation_composite,backlog_automation_rank_index,composite_rank,same,persistent_uninsured_h2,21794,207450502.08,3,0.1882,expected,Equal-weight within-month rank-based composite of pending burden and low ex parte renewal.
SIPP,2023,core_aug_oct_2023,backlog_automation_composite,backlog_automation_rank_index,composite_rank,same,broad_exit_resolved_insured_h2,21794,207450502.08,3,-0.0458,expected,Equal-weight within-month rank-based composite of pending burden and low ex parte renewal.
SIPP,2023,core_aug_oct_2023,backlog_automation_composite,backlog_automation_rank_index,composite_rank,lag1,medicaid_exit_to_uninsured_next,21726,207089597.15,3,0.118,expected,Equal-weight within-month rank-based composite of pending burden and low ex parte renewal.
SIPP,2023,core_aug_oct_2023,backlog_automation_composite,backlog_automation_rank_index,composite_rank,lag1,persistent_uninsured_h2,21673,206399589.89,3,0.1059,expected,Equal-weight within-month rank-based composite of pending burden and low ex parte renewal.
SIPP,2023,core_aug_oct_2023,backlog_automation_composite,backlog_automation_rank_index,composite_rank,lag1,broad_exit_resolved_insured_h2,21673,206399589.89,3,-0.0281,expected,Equal-weight within-month rank-based composite of pending burden and low ex parte renewal.
SIPP,2023,core_aug_oct_2023,backlog_automation_composite,backlog_automation_rank_index,composite_rank,lead1,medicaid_exit_to_uninsured_next,21847,208140509.34,3,0.1835,expected,Equal-weight within-month rank-based composite of pending burden and low ex parte renewal.
SIPP,2023,core_aug_oct_2023,backlog_automation_composite,backlog_automation_rank_index,composite_rank,lead1,persistent_uninsured_h2,21794,207450502.08,3,0.1611,expected,Equal-weight within-month rank-based composite of pending burden and low ex parte renewal.
SIPP,2023,core_aug_oct_2023,backlog_automation_composite,backlog_automation_rank_index,composite_rank,lead1,broad_exit_resolved_insured_h2,21794,207450502.08,3,0.082,unexpected,Equal-weight within-month rank-based composite of pending burden and low ex parte renewal.
SIPP,2023,core_aug_oct_2023,backlog_automation_composite,backlog_automation_rank_index,composite_rank,lag2,medicaid_exit_to_uninsured_next,21047,201406281.0,3,0.0502,expected,Equal-weight within-month rank-based composite of pending burden and low ex parte renewal.
SIPP,2023,core_aug_oct_2023,backlog_automation_composite,backlog_automation_rank_index,composite_rank,lag2,persistent_uninsured_h2,20994,200716273.73,3,0.0325,expected,Equal-weight within-month rank-based composite of pending burden and low ex parte renewal.
SIPP,2023,core_aug_oct_2023,backlog_automation_composite,backlog_automation_rank_index,composite_rank,lag2,broad_exit_resolved_insured_h2,20994,200716273.73,3,0.0253,unexpected,Equal-weight within-month rank-based composite of pending burden and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023,backlog_automation_composite,backlog_automation_rank_index,composite_rank,same,medicaid_exit_to_uninsured_next,35700,341134991.66,5,0.1729,expected,Equal-weight within-month rank-based composite of pending burden and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023,backlog_automation_composite,backlog_automation_rank_index,composite_rank,same,persistent_uninsured_h2,35615,340051538.03,5,0.1656,expected,Equal-weight within-month rank-based composite of pending burden and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023,backlog_automation_composite,backlog_automation_rank_index,composite_rank,same,broad_exit_resolved_insured_h2,35615,340051538.03,5,-0.0702,expected,Equal-weight within-month rank-based composite of pending burden and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023,backlog_automation_composite,backlog_automation_rank_index,composite_rank,lag1,medicaid_exit_to_uninsured_next,31932,306259200.65,5,0.1371,expected,Equal-weight within-month rank-based composite of pending burden and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023,backlog_automation_composite,backlog_automation_rank_index,composite_rank,lag1,persistent_uninsured_h2,31850,305202233.09,5,0.1341,expected,Equal-weight within-month rank-based composite of pending burden and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023,backlog_automation_composite,backlog_automation_rank_index,composite_rank,lag1,broad_exit_resolved_insured_h2,31850,305202233.09,5,-0.0294,expected,Equal-weight within-month rank-based composite of pending burden and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023,backlog_automation_composite,backlog_automation_rank_index,composite_rank,lead1,medicaid_exit_to_uninsured_next,36387,346801046.12,5,0.1436,expected,Equal-weight within-month rank-based composite of pending burden and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023,backlog_automation_composite,backlog_automation_rank_index,composite_rank,lead1,persistent_uninsured_h2,36296,345640037.5,5,0.1362,expected,Equal-weight within-month rank-based composite of pending burden and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023,backlog_automation_composite,backlog_automation_rank_index,composite_rank,lead1,broad_exit_resolved_insured_h2,36296,345640037.5,5,0.0187,unexpected,Equal-weight within-month rank-based composite of pending burden and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023,backlog_automation_composite,backlog_automation_rank_index,composite_rank,lag2,medicaid_exit_to_uninsured_next,24588,236236534.94,4,0.0594,expected,Equal-weight within-month rank-based composite of pending burden and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023,backlog_automation_composite,backlog_automation_rank_index,composite_rank,lag2,persistent_uninsured_h2,24524,235411604.32,4,0.0541,expected,Equal-weight within-month rank-based composite of pending burden and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023,backlog_automation_composite,backlog_automation_rank_index,composite_rank,lag2,broad_exit_resolved_insured_h2,24524,235411604.32,4,0.0105,unexpected,Equal-weight within-month rank-based composite of pending burden and low ex parte renewal.
SIPP,2023,core_aug_oct_2023,manual_burden_comparison,backlog_form_index,secondary_composite,same,medicaid_exit_to_uninsured_next,21847,208140509.34,3,0.0739,expected,Comparison composite of pending burden and manual renewal burden.
SIPP,2023,core_aug_oct_2023,manual_burden_comparison,backlog_form_index,secondary_composite,same,persistent_uninsured_h2,21794,207450502.08,3,0.0535,expected,Comparison composite of pending burden and manual renewal burden.
SIPP,2023,core_aug_oct_2023,manual_burden_comparison,backlog_form_index,secondary_composite,same,broad_exit_resolved_insured_h2,21794,207450502.08,3,-0.1043,expected,Comparison composite of pending burden and manual renewal burden.
SIPP,2023,core_aug_oct_2023,manual_burden_comparison,backlog_form_index,secondary_composite,lag1,medicaid_exit_to_uninsured_next,21726,207089597.15,3,0.0529,expected,Comparison composite of pending burden and manual renewal burden.
SIPP,2023,core_aug_oct_2023,manual_burden_comparison,backlog_form_index,secondary_composite,lag1,persistent_uninsured_h2,21673,206399589.89,3,0.0333,expected,Comparison composite of pending burden and manual renewal burden.
SIPP,2023,core_aug_oct_2023,manual_burden_comparison,backlog_form_index,secondary_composite,lag1,broad_exit_resolved_insured_h2,21673,206399589.89,3,-0.069,expected,Comparison composite of pending burden and manual renewal burden.
SIPP,2023,core_aug_oct_2023,manual_burden_comparison,backlog_form_index,secondary_composite,lead1,medicaid_exit_to_uninsured_next,21847,208140509.34,3,0.1338,expected,Comparison composite of pending burden and manual renewal burden.
SIPP,2023,core_aug_oct_2023,manual_burden_comparison,backlog_form_index,secondary_composite,lead1,persistent_uninsured_h2,21794,207450502.08,3,0.1117,expected,Comparison composite of pending burden and manual renewal burden.
SIPP,2023,core_aug_oct_2023,manual_burden_comparison,backlog_form_index,secondary_composite,lead1,broad_exit_resolved_insured_h2,21794,207450502.08,3,0.0416,unexpected,Comparison composite of pending burden and manual renewal burden.
SIPP,2023,core_aug_oct_2023,manual_burden_comparison,backlog_form_index,secondary_composite,lag2,medicaid_exit_to_uninsured_next,21047,201406281.0,3,-0.0381,unexpected,Comparison composite of pending burden and manual renewal burden.
SIPP,2023,core_aug_oct_2023,manual_burden_comparison,backlog_form_index,secondary_composite,lag2,persistent_uninsured_h2,20994,200716273.73,3,-0.0558,unexpected,Comparison composite of pending burden and manual renewal burden.
SIPP,2023,core_aug_oct_2023,manual_burden_comparison,backlog_form_index,secondary_composite,lag2,broad_exit_resolved_insured_h2,20994,200716273.73,3,-0.0465,expected,Comparison composite of pending burden and manual renewal burden.
SIPP,2023,mature_jun_oct_2023,manual_burden_comparison,backlog_form_index,secondary_composite,same,medicaid_exit_to_uninsured_next,35700,341134991.66,5,0.0266,expected,Comparison composite of pending burden and manual renewal burden.
SIPP,2023,mature_jun_oct_2023,manual_burden_comparison,backlog_form_index,secondary_composite,same,persistent_uninsured_h2,35615,340051538.03,5,0.0082,expected,Comparison composite of pending burden and manual renewal burden.
SIPP,2023,mature_jun_oct_2023,manual_burden_comparison,backlog_form_index,secondary_composite,same,broad_exit_resolved_insured_h2,35615,340051538.03,5,-0.0939,expected,Comparison composite of pending burden and manual renewal burden.
SIPP,2023,mature_jun_oct_2023,manual_burden_comparison,backlog_form_index,secondary_composite,lag1,medicaid_exit_to_uninsured_next,31932,306259200.65,5,0.0419,expected,Comparison composite of pending burden and manual renewal burden.
SIPP,2023,mature_jun_oct_2023,manual_burden_comparison,backlog_form_index,secondary_composite,lag1,persistent_uninsured_h2,31850,305202233.09,5,0.0155,expected,Comparison composite of pending burden and manual renewal burden.
SIPP,2023,mature_jun_oct_2023,manual_burden_comparison,backlog_form_index,secondary_composite,lag1,broad_exit_resolved_insured_h2,31850,305202233.09,5,-0.0754,expected,Comparison composite of pending burden and manual renewal burden.
SIPP,2023,mature_jun_oct_2023,manual_burden_comparison,backlog_form_index,secondary_composite,lead1,medicaid_exit_to_uninsured_next,36387,346801046.12,5,0.0579,expected,Comparison composite of pending burden and manual renewal burden.
SIPP,2023,mature_jun_oct_2023,manual_burden_comparison,backlog_form_index,secondary_composite,lead1,persistent_uninsured_h2,36296,345640037.5,5,0.046,expected,Comparison composite of pending burden and manual renewal burden.
SIPP,2023,mature_jun_oct_2023,manual_burden_comparison,backlog_form_index,secondary_composite,lead1,broad_exit_resolved_insured_h2,36296,345640037.5,5,-0.0059,expected,Comparison composite of pending burden and manual renewal burden.
SIPP,2023,mature_jun_oct_2023,manual_burden_comparison,backlog_form_index,secondary_composite,lag2,medicaid_exit_to_uninsured_next,24588,236236534.94,4,0.0041,expected,Comparison composite of pending burden and manual renewal burden.
SIPP,2023,mature_jun_oct_2023,manual_burden_comparison,backlog_form_index,secondary_composite,lag2,persistent_uninsured_h2,24524,235411604.32,4,-0.0136,unexpected,Comparison composite of pending burden and manual renewal burden.
SIPP,2023,mature_jun_oct_2023,manual_burden_comparison,backlog_form_index,secondary_composite,lag2,broad_exit_resolved_insured_h2,24524,235411604.32,4,-0.0379,expected,Comparison composite of pending burden and manual renewal burden.
