variable,category,year,raw_name,match_type
POVLEV,income,2012,POVLEV12,suffix_12
POVLEV,income,2013,POVLEV13,suffix_13
POVLEV,income,2014,POVLEV14,suffix_14
POVLEV,income,2015,POVLEV15,suffix_15
POVLEV,income,2016,POVLEV16,suffix_16
POVLEV,income,2017,POVLEV17,suffix_17
POVLEV,income,2018,POVLEV18,suffix_18
POVLEV,income,2019,POVLEV19,suffix_19
POVLEV,income,2020,POVLEV20,suffix_20
POVLEV,income,2021,POVLEV21,suffix_21
POVLEV,income,2022,POVLEV22,suffix_22
POVLEV,income,2023,POVLEV23,suffix_23
EMPST42,employment,1997,EMPST42,exact
EMPST42,employment,1998,EMPST42,exact
EMPST42,employment,1999,EMPST42,exact
EMPST42,employment,2000,EMPST42,exact
EMPST42,employment,2001,EMPST42,exact
EMPST42,employment,2002,EMPST42,exact
EMPST42,employment,2003,EMPST42,exact
EMPST42,employment,2004,EMPST42,exact
EMPST42,employment,2005,EMPST42,exact
EMPST42,employment,2006,EMPST42,exact
EMPST42,employment,2007,EMPST42,exact
EMPST42,employment,2008,EMPST42,exact
EMPST42,employment,2009,EMPST42,exact
EMPST42,employment,2010,EMPST42,exact
EMPST42,employment,2011,EMPST42,exact
EMPST42,employment,2012,EMPST42,exact
EMPST42,employment,2013,EMPST42,exact
EMPST42,employment,2014,EMPST42,exact
EMPST42,employment,2015,EMPST42,exact
EMPST42,employment,2016,EMPST42,exact
EMPST42,employment,2017,EMPST42,exact
EMPST42,employment,2018,EMPST42,exact
EMPST42,employment,2019,EMPST42,exact
EMPST42,employment,2020,EMPST42,exact
EMPST42,employment,2021,EMPST42,exact
EMPST42,employment,2022,EMPST42,exact
EMPST42,employment,2023,EMPST42,exact
EMPST31,employment,1997,EMPST31,exact
EMPST31,employment,1998,EMPST31,exact
EMPST31,employment,1999,EMPST31,exact
EMPST31,employment,2000,EMPST31,exact
EMPST31,employment,2001,EMPST31,exact
EMPST31,employment,2002,EMPST31,exact
EMPST31,employment,2003,EMPST31,exact
EMPST31,employment,2004,EMPST31,exact
EMPST31,employment,2005,EMPST31,exact
EMPST31,employment,2006,EMPST31,exact
EMPST31,employment,2007,EMPST31,exact
EMPST31,employment,2008,EMPST31,exact
EMPST31,employment,2009,EMPST31,exact
EMPST31,employment,2010,EMPST31,exact
EMPST31,employment,2011,EMPST31,exact
EMPST31,employment,2012,EMPST31,exact
EMPST31,employment,2013,EMPST31,exact
EMPST31,employment,2014,EMPST31,exact
EMPST31,employment,2015,EMPST31,exact
EMPST31,employment,2016,EMPST31,exact
EMPST31,employment,2017,EMPST31,exact
EMPST31,employment,2018,EMPST31,exact
EMPST31,employment,2019,EMPST31,exact
EMPST31,employment,2020,EMPST31,exact
EMPST31,employment,2021,EMPST31,exact
EMPST31,employment,2022,EMPST31,exact
EMPST31,employment,2023,EMPST31,exact
EMPST53,employment,1997,EMPST53,exact
EMPST53,employment,1998,EMPST53,exact
EMPST53,employment,1999,EMPST53,exact
EMPST53,employment,2000,EMPST53,exact
EMPST53,employment,2001,EMPST53,exact
EMPST53,employment,2002,EMPST53,exact
EMPST53,employment,2003,EMPST53,exact
EMPST53,employment,2004,EMPST53,exact
EMPST53,employment,2005,EMPST53,exact
EMPST53,employment,2006,EMPST53,exact
EMPST53,employment,2007,EMPST53,exact
EMPST53,employment,2008,EMPST53,exact
EMPST53,employment,2009,EMPST53,exact
EMPST53,employment,2010,EMPST53,exact
EMPST53,employment,2011,EMPST53,exact
EMPST53,employment,2012,EMPST53,exact
EMPST53,employment,2013,EMPST53,exact
EMPST53,employment,2014,EMPST53,exact
EMPST53,employment,2015,EMPST53,exact
EMPST53,employment,2016,EMPST53,exact
EMPST53,employment,2017,EMPST53,exact
EMPST53,employment,2018,EMPST53,exact
EMPST53,employment,2019,EMPST53,exact
EMPST53,employment,2020,EMPST53,exact
EMPST53,employment,2021,EMPST53,exact
EMPST53,employment,2022,EMPST53,exact
EMPST53,employment,2023,EMPST53,exact
INSCOV,insurance_summary,1996,INSCOV96,suffix_96
INSCOV,insurance_summary,1997,INSCOV97,suffix_97
INSCOV,insurance_summary,1998,INSCOV98,suffix_98
INSCOV,insurance_summary,1999,INSCOV99,suffix_99
INSCOV,insurance_summary,2000,INSCOV00,suffix_00
INSCOV,insurance_summary,2001,INSCOV01,suffix_01
INSCOV,insurance_summary,2002,INSCOV02,suffix_02
INSCOV,insurance_summary,2003,INSCOV03,suffix_03
INSCOV,insurance_summary,2004,INSCOV04,suffix_04
INSCOV,insurance_summary,2005,INSCOV05,suffix_05
INSCOV,insurance_summary,2006,INSCOV06,suffix_06
INSCOV,insurance_summary,2007,INSCOV07,suffix_07
INSCOV,insurance_summary,2008,INSCOV08,suffix_08
INSCOV,insurance_summary,2009,INSCOV09,suffix_09
INSCOV,insurance_summary,2010,INSCOV10,suffix_10
INSCOV,insurance_summary,2011,INSCOV11,suffix_11
INSCOV,insurance_summary,2012,INSCOV12,suffix_12
INSCOV,insurance_summary,2013,INSCOV13,suffix_13
INSCOV,insurance_summary,2014,INSCOV14,suffix_14
INSCOV,insurance_summary,2015,INSCOV15,suffix_15
INSCOV,insurance_summary,2016,INSCOV16,suffix_16
INSCOV,insurance_summary,2017,INSCOV17,suffix_17
INSCOV,insurance_summary,2018,INSCOV18,suffix_18
INSCOV,insurance_summary,2019,INSCOV19,suffix_19
INSCOV,insurance_summary,2020,INSCOV20,suffix_20
INSCOV,insurance_summary,2021,INSCOV21,suffix_21
INSCOV,insurance_summary,2022,INSCOV22,suffix_22
INSCOV,insurance_summary,2023,INSCOV23,suffix_23
UNINS,insurance_summary,1997,UNINS97,suffix_97
UNINS,insurance_summary,1998,UNINS98,suffix_98
UNINS,insurance_summary,1999,UNINS99,suffix_99
UNINS,insurance_summary,2000,UNINS00,suffix_00
UNINS,insurance_summary,2001,UNINS01,suffix_01
UNINS,insurance_summary,2002,UNINS02,suffix_02
UNINS,insurance_summary,2003,UNINS03,suffix_03
UNINS,insurance_summary,2004,UNINS04,suffix_04
UNINS,insurance_summary,2005,UNINS05,suffix_05
UNINS,insurance_summary,2006,UNINS06,suffix_06
UNINS,insurance_summary,2007,UNINS07,suffix_07
UNINS,insurance_summary,2008,UNINS08,suffix_08
UNINS,insurance_summary,2009,UNINS09,suffix_09
UNINS,insurance_summary,2010,UNINS10,suffix_10
UNINS,insurance_summary,2011,UNINS11,suffix_11
UNINS,insurance_summary,2012,UNINS12,suffix_12
UNINS,insurance_summary,2013,UNINS13,suffix_13
UNINS,insurance_summary,2014,UNINS14,suffix_14
UNINS,insurance_summary,2015,UNINS15,suffix_15
UNINS,insurance_summary,2016,UNINS16,suffix_16
UNINS,insurance_summary,2017,UNINS17,suffix_17
UNINS,insurance_summary,2018,UNINS18,suffix_18
UNINS,insurance_summary,2019,UNINS19,suffix_19
UNINS,insurance_summary,2020,UNINS20,suffix_20
UNINS,insurance_summary,2021,UNINS21,suffix_21
UNINS,insurance_summary,2022,UNINS22,suffix_22
UNINS,insurance_summary,2023,UNINS23,suffix_23
PRVEV,insurance_summary,1997,PRVEV97,suffix_97
PRVEV,insurance_summary,1998,PRVEV98,suffix_98
PRVEV,insurance_summary,1999,PRVEV99,suffix_99
PRVEV,insurance_summary,2000,PRVEV00,suffix_00
PRVEV,insurance_summary,2001,PRVEV01,suffix_01
PRVEV,insurance_summary,2002,PRVEV02,suffix_02
PRVEV,insurance_summary,2003,PRVEV03,suffix_03
PRVEV,insurance_summary,2004,PRVEV04,suffix_04
PRVEV,insurance_summary,2005,PRVEV05,suffix_05
PRVEV,insurance_summary,2006,PRVEV06,suffix_06
PRVEV,insurance_summary,2007,PRVEV07,suffix_07
PRVEV,insurance_summary,2008,PRVEV08,suffix_08
PRVEV,insurance_summary,2009,PRVEV09,suffix_09
PRVEV,insurance_summary,2010,PRVEV10,suffix_10
PRVEV,insurance_summary,2011,PRVEV11,suffix_11
PRVEV,insurance_summary,2012,PRVEV12,suffix_12
PRVEV,insurance_summary,2013,PRVEV13,suffix_13
PRVEV,insurance_summary,2014,PRVEV14,suffix_14
PRVEV,insurance_summary,2015,PRVEV15,suffix_15
PRVEV,insurance_summary,2016,PRVEV16,suffix_16
PRVEV,insurance_summary,2017,PRVEV17,suffix_17
PRVEV,insurance_summary,2018,PRVEV18,suffix_18
PRVEV,insurance_summary,2019,PRVEV19,suffix_19
PRVEV,insurance_summary,2020,PRVEV20,suffix_20
PRVEV,insurance_summary,2021,PRVEV21,suffix_21
PRVEV,insurance_summary,2022,PRVEV22,suffix_22
PRVEV,insurance_summary,2023,PRVEV23,suffix_23
MCREV,insurance_summary,1997,MCREV97,suffix_97
MCREV,insurance_summary,1998,MCREV98,suffix_98
MCREV,insurance_summary,1999,MCREV99,suffix_99
MCREV,insurance_summary,2000,MCREV00,suffix_00
MCREV,insurance_summary,2001,MCREV01,suffix_01
MCREV,insurance_summary,2002,MCREV02,suffix_02
MCREV,insurance_summary,2003,MCREV03,suffix_03
MCREV,insurance_summary,2004,MCREV04,suffix_04
MCREV,insurance_summary,2005,MCREV05,suffix_05
MCREV,insurance_summary,2006,MCREV06,suffix_06
MCREV,insurance_summary,2007,MCREV07,suffix_07
MCREV,insurance_summary,2008,MCREV08,suffix_08
MCREV,insurance_summary,2009,MCREV09,suffix_09
MCREV,insurance_summary,2010,MCREV10,suffix_10
MCREV,insurance_summary,2011,MCREV11,suffix_11
MCREV,insurance_summary,2012,MCREV12,suffix_12
MCREV,insurance_summary,2013,MCREV13,suffix_13
MCREV,insurance_summary,2014,MCREV14,suffix_14
MCREV,insurance_summary,2015,MCREV15,suffix_15
MCREV,insurance_summary,2016,MCREV16,suffix_16
MCREV,insurance_summary,2017,MCREV17,suffix_17
MCREV,insurance_summary,2018,MCREV18,suffix_18
MCREV,insurance_summary,2019,MCREV19,suffix_19
MCREV,insurance_summary,2020,MCREV20,suffix_20
MCREV,insurance_summary,2021,MCREV21,suffix_21
MCREV,insurance_summary,2022,MCREV22,suffix_22
MCREV,insurance_summary,2023,MCREV23,suffix_23
MCDEV,insurance_summary,1997,MCDEV97,suffix_97
MCDEV,insurance_summary,1998,MCDEV98,suffix_98
MCDEV,insurance_summary,1999,MCDEV99,suffix_99
MCDEV,insurance_summary,2000,MCDEV00,suffix_00
MCDEV,insurance_summary,2001,MCDEV01,suffix_01
MCDEV,insurance_summary,2002,MCDEV02,suffix_02
MCDEV,insurance_summary,2003,MCDEV03,suffix_03
MCDEV,insurance_summary,2004,MCDEV04,suffix_04
MCDEV,insurance_summary,2005,MCDEV05,suffix_05
MCDEV,insurance_summary,2006,MCDEV06,suffix_06
MCDEV,insurance_summary,2007,MCDEV07,suffix_07
MCDEV,insurance_summary,2008,MCDEV08,suffix_08
MCDEV,insurance_summary,2009,MCDEV09,suffix_09
MCDEV,insurance_summary,2010,MCDEV10,suffix_10
MCDEV,insurance_summary,2011,MCDEV11,suffix_11
MCDEV,insurance_summary,2012,MCDEV12,suffix_12
MCDEV,insurance_summary,2013,MCDEV13,suffix_13
MCDEV,insurance_summary,2014,MCDEV14,suffix_14
MCDEV,insurance_summary,2015,MCDEV15,suffix_15
MCDEV,insurance_summary,2016,MCDEV16,suffix_16
MCDEV,insurance_summary,2017,MCDEV17,suffix_17
MCDEV,insurance_summary,2018,MCDEV18,suffix_18
MCDEV,insurance_summary,2019,MCDEV19,suffix_19
MCDEV,insurance_summary,2020,MCDEV20,suffix_20
MCDEV,insurance_summary,2021,MCDEV21,suffix_21
MCDEV,insurance_summary,2022,MCDEV22,suffix_22
MCDEV,insurance_summary,2023,MCDEV23,suffix_23
PRIV,insurance_summary,2000,PRIV00,suffix_00
PRIV,insurance_summary,2001,PRIV01,suffix_01
PRIV,insurance_summary,2002,PRIV02,suffix_02
PRIV,insurance_summary,2003,PRIV03,suffix_03
PRIV,insurance_summary,2004,PRIV04,suffix_04
PRIV,insurance_summary,2005,PRIV05,suffix_05
PRIV,insurance_summary,2006,PRIV06,suffix_06
PRIV,insurance_summary,2007,PRIV07,suffix_07
PRIV,insurance_summary,2008,PRIV08,suffix_08
PRIV,insurance_summary,2009,PRIV09,suffix_09
PRIV,insurance_summary,2010,PRIV10,suffix_10
PRIV,insurance_summary,2011,PRIV11,suffix_11
PRIV,insurance_summary,2012,PRIV12,suffix_12
PRIV,insurance_summary,2013,PRIV13,suffix_13
PRIV,insurance_summary,2014,PRIV14,suffix_14
PRIV,insurance_summary,2015,PRIV15,suffix_15
PRIV,insurance_summary,2016,PRIV16,suffix_16
PRIV,insurance_summary,2017,PRIV17,suffix_17
PRIV,insurance_summary,2018,PRIV18,suffix_18
PRIV,insurance_summary,2019,PRIV19,suffix_19
PRIV,insurance_summary,2020,PRIV20,suffix_20
PRIV,insurance_summary,2021,PRIV21,suffix_21
PRIV,insurance_summary,2022,PRIV22,suffix_22
PRIV,insurance_summary,2023,PRIV23,suffix_23
MCARE,insurance_summary,2000,MCARE00,suffix_00
MCARE,insurance_summary,2001,MCARE01,suffix_01
MCARE,insurance_summary,2002,MCARE02,suffix_02
MCARE,insurance_summary,2003,MCARE03,suffix_03
MCARE,insurance_summary,2004,MCARE04,suffix_04
MCARE,insurance_summary,2005,MCARE05,suffix_05
MCARE,insurance_summary,2006,MCARE06,suffix_06
MCARE,insurance_summary,2007,MCARE07,suffix_07
MCARE,insurance_summary,2008,MCARE08,suffix_08
MCARE,insurance_summary,2009,MCARE09,suffix_09
MCARE,insurance_summary,2010,MCARE10,suffix_10
MCARE,insurance_summary,2011,MCARE11,suffix_11
MCARE,insurance_summary,2012,MCARE12,suffix_12
MCARE,insurance_summary,2013,MCARE13,suffix_13
MCARE,insurance_summary,2014,MCARE14,suffix_14
MCARE,insurance_summary,2015,MCARE15,suffix_15
MCARE,insurance_summary,2016,MCARE16,suffix_16
MCARE,insurance_summary,2017,MCARE17,suffix_17
MCARE,insurance_summary,2018,MCARE18,suffix_18
MCARE,insurance_summary,2019,MCARE19,suffix_19
MCARE,insurance_summary,2020,MCARE20,suffix_20
MCARE,insurance_summary,2021,MCARE21,suffix_21
MCARE,insurance_summary,2022,MCARE22,suffix_22
MCARE,insurance_summary,2023,MCARE23,suffix_23
MCAID,insurance_summary,2000,MCAID00,suffix_00
MCAID,insurance_summary,2001,MCAID01,suffix_01
MCAID,insurance_summary,2002,MCAID02,suffix_02
MCAID,insurance_summary,2003,MCAID03,suffix_03
MCAID,insurance_summary,2004,MCAID04,suffix_04
MCAID,insurance_summary,2005,MCAID05,suffix_05
MCAID,insurance_summary,2006,MCAID06,suffix_06
MCAID,insurance_summary,2007,MCAID07,suffix_07
MCAID,insurance_summary,2008,MCAID08,suffix_08
MCAID,insurance_summary,2009,MCAID09,suffix_09
MCAID,insurance_summary,2010,MCAID10,suffix_10
MCAID,insurance_summary,2011,MCAID11,suffix_11
MCAID,insurance_summary,2012,MCAID12,suffix_12
MCAID,insurance_summary,2013,MCAID13,suffix_13
MCAID,insurance_summary,2014,MCAID14,suffix_14
MCAID,insurance_summary,2015,MCAID15,suffix_15
MCAID,insurance_summary,2016,MCAID16,suffix_16
MCAID,insurance_summary,2017,MCAID17,suffix_17
MCAID,insurance_summary,2018,MCAID18,suffix_18
MCAID,insurance_summary,2019,MCAID19,suffix_19
MCAID,insurance_summary,2020,MCAID20,suffix_20
MCAID,insurance_summary,2021,MCAID21,suffix_21
MCAID,insurance_summary,2022,MCAID22,suffix_22
MCAID,insurance_summary,2023,MCAID23,suffix_23
MCRPHO,insurance_summary,2006,MCRPHO06,suffix_06
MCRPHO,insurance_summary,2007,MCRPHO07,suffix_07
MCRPHO,insurance_summary,2008,MCRPHO08,suffix_08
MCRPHO,insurance_summary,2009,MCRPHO09,suffix_09
MCRPHO,insurance_summary,2010,MCRPHO10,suffix_10
MCRPHO,insurance_summary,2011,MCRPHO11,suffix_11
MCRPHO,insurance_summary,2012,MCRPHO12,suffix_12
MCRPHO,insurance_summary,2013,MCRPHO13,suffix_13
MCRPHO,insurance_summary,2014,MCRPHO14,suffix_14
MCRPHO,insurance_summary,2015,MCRPHO15,suffix_15
MCRPHO,insurance_summary,2016,MCRPHO16,suffix_16
MCRPHO,insurance_summary,2017,MCRPHO17,suffix_17
MCRPHO,insurance_summary,2018,MCRPHO18,suffix_18
MCRPHO,insurance_summary,2019,MCRPHO19,suffix_19
MCRPHO,insurance_summary,2020,MCRPHO20,suffix_20
MCRPHO,insurance_summary,2021,MCRPHO21,suffix_21
MCRPHO,insurance_summary,2022,MCRPHO22,suffix_22
MCRPHO,insurance_summary,2023,MCRPHO23,suffix_23
DLAYCA42,access,2018,DLAYCA42,exact
DLAYCA42,access,2019,DLAYCA42,exact
DLAYCA42,access,2020,DLAYCA42,exact
DLAYCA42,access,2021,DLAYCA42,exact
DLAYCA42,access,2022,DLAYCA42,exact
DLAYCA42,access,2023,DLAYCA42,exact
AFRDCA42,access,2018,AFRDCA42,exact
AFRDCA42,access,2019,AFRDCA42,exact
AFRDCA42,access,2020,AFRDCA42,exact
AFRDCA42,access,2021,AFRDCA42,exact
AFRDCA42,access,2022,AFRDCA42,exact
AFRDCA42,access,2023,AFRDCA42,exact
DLAYPM42,access,2018,DLAYPM42,exact
DLAYPM42,access,2019,DLAYPM42,exact
DLAYPM42,access,2020,DLAYPM42,exact
DLAYPM42,access,2021,DLAYPM42,exact
DLAYPM42,access,2022,DLAYPM42,exact
DLAYPM42,access,2023,DLAYPM42,exact
AFRDPM42,access,2018,AFRDPM42,exact
AFRDPM42,access,2019,AFRDPM42,exact
AFRDPM42,access,2020,AFRDPM42,exact
AFRDPM42,access,2021,AFRDPM42,exact
AFRDPM42,access,2022,AFRDPM42,exact
AFRDPM42,access,2023,AFRDPM42,exact
MDDLAY42,access,2002,MDDLAY42,exact
MDDLAY42,access,2003,MDDLAY42,exact
MDDLAY42,access,2004,MDDLAY42,exact
MDDLAY42,access,2005,MDDLAY42,exact
MDDLAY42,access,2006,MDDLAY42,exact
MDDLAY42,access,2007,MDDLAY42,exact
MDDLAY42,access,2008,MDDLAY42,exact
MDDLAY42,access,2009,MDDLAY42,exact
MDDLAY42,access,2010,MDDLAY42,exact
MDDLAY42,access,2011,MDDLAY42,exact
MDDLAY42,access,2012,MDDLAY42,exact
MDDLAY42,access,2013,MDDLAY42,exact
MDDLAY42,access,2014,MDDLAY42,exact
MDDLAY42,access,2015,MDDLAY42,exact
MDDLAY42,access,2016,MDDLAY42,exact
MDDLAY42,access,2017,MDDLAY42,exact
MDUNAB42,access,2002,MDUNAB42,exact
MDUNAB42,access,2003,MDUNAB42,exact
MDUNAB42,access,2004,MDUNAB42,exact
MDUNAB42,access,2005,MDUNAB42,exact
MDUNAB42,access,2006,MDUNAB42,exact
MDUNAB42,access,2007,MDUNAB42,exact
MDUNAB42,access,2008,MDUNAB42,exact
MDUNAB42,access,2009,MDUNAB42,exact
MDUNAB42,access,2010,MDUNAB42,exact
MDUNAB42,access,2011,MDUNAB42,exact
MDUNAB42,access,2012,MDUNAB42,exact
MDUNAB42,access,2013,MDUNAB42,exact
MDUNAB42,access,2014,MDUNAB42,exact
MDUNAB42,access,2015,MDUNAB42,exact
MDUNAB42,access,2016,MDUNAB42,exact
MDUNAB42,access,2017,MDUNAB42,exact
PMDLAY42,access,2002,PMDLAY42,exact
PMDLAY42,access,2003,PMDLAY42,exact
PMDLAY42,access,2004,PMDLAY42,exact
PMDLAY42,access,2005,PMDLAY42,exact
PMDLAY42,access,2006,PMDLAY42,exact
PMDLAY42,access,2007,PMDLAY42,exact
PMDLAY42,access,2008,PMDLAY42,exact
PMDLAY42,access,2009,PMDLAY42,exact
PMDLAY42,access,2010,PMDLAY42,exact
PMDLAY42,access,2011,PMDLAY42,exact
PMDLAY42,access,2012,PMDLAY42,exact
PMDLAY42,access,2013,PMDLAY42,exact
PMDLAY42,access,2014,PMDLAY42,exact
PMDLAY42,access,2015,PMDLAY42,exact
PMDLAY42,access,2016,PMDLAY42,exact
PMDLAY42,access,2017,PMDLAY42,exact
PMUNAB42,access,2002,PMUNAB42,exact
PMUNAB42,access,2003,PMUNAB42,exact
PMUNAB42,access,2004,PMUNAB42,exact
PMUNAB42,access,2005,PMUNAB42,exact
PMUNAB42,access,2006,PMUNAB42,exact
PMUNAB42,access,2007,PMUNAB42,exact
PMUNAB42,access,2008,PMUNAB42,exact
PMUNAB42,access,2009,PMUNAB42,exact
PMUNAB42,access,2010,PMUNAB42,exact
PMUNAB42,access,2011,PMUNAB42,exact
PMUNAB42,access,2012,PMUNAB42,exact
PMUNAB42,access,2013,PMUNAB42,exact
PMUNAB42,access,2014,PMUNAB42,exact
PMUNAB42,access,2015,PMUNAB42,exact
PMUNAB42,access,2016,PMUNAB42,exact
PMUNAB42,access,2017,PMUNAB42,exact
HAVEUS42,access,1999,HAVEUS42,exact
HAVEUS42,access,2000,HAVEUS42,exact
HAVEUS42,access,2001,HAVEUS42,exact
HAVEUS42,access,2002,HAVEUS42,exact
HAVEUS42,access,2003,HAVEUS42,exact
HAVEUS42,access,2004,HAVEUS42,exact
HAVEUS42,access,2005,HAVEUS42,exact
HAVEUS42,access,2006,HAVEUS42,exact
HAVEUS42,access,2007,HAVEUS42,exact
HAVEUS42,access,2008,HAVEUS42,exact
HAVEUS42,access,2009,HAVEUS42,exact
HAVEUS42,access,2010,HAVEUS42,exact
HAVEUS42,access,2011,HAVEUS42,exact
HAVEUS42,access,2012,HAVEUS42,exact
HAVEUS42,access,2013,HAVEUS42,exact
HAVEUS42,access,2014,HAVEUS42,exact
HAVEUS42,access,2015,HAVEUS42,exact
HAVEUS42,access,2016,HAVEUS42,exact
HAVEUS42,access,2017,HAVEUS42,exact
HAVEUS42,access,2018,HAVEUS42,exact
HAVEUS42,access,2019,HAVEUS42,exact
HAVEUS42,access,2020,HAVEUS42,exact
HAVEUS42,access,2021,HAVEUS42,exact
HAVEUS42,access,2022,HAVEUS42,exact
HAVEUS42,access,2023,HAVEUS42,exact
TOTEXP,spending,1996,TOTEXP96,suffix_96
TOTEXP,spending,1997,TOTEXP97,suffix_97
TOTEXP,spending,1998,TOTEXP98,suffix_98
TOTEXP,spending,1999,TOTEXP99,suffix_99
TOTEXP,spending,2000,TOTEXP00,suffix_00
TOTEXP,spending,2001,TOTEXP01,suffix_01
TOTEXP,spending,2002,TOTEXP02,suffix_02
TOTEXP,spending,2003,TOTEXP03,suffix_03
TOTEXP,spending,2004,TOTEXP04,suffix_04
TOTEXP,spending,2005,TOTEXP05,suffix_05
TOTEXP,spending,2006,TOTEXP06,suffix_06
TOTEXP,spending,2007,TOTEXP07,suffix_07
TOTEXP,spending,2008,TOTEXP08,suffix_08
TOTEXP,spending,2009,TOTEXP09,suffix_09
TOTEXP,spending,2010,TOTEXP10,suffix_10
TOTEXP,spending,2011,TOTEXP11,suffix_11
TOTEXP,spending,2012,TOTEXP12,suffix_12
TOTEXP,spending,2013,TOTEXP13,suffix_13
TOTEXP,spending,2014,TOTEXP14,suffix_14
TOTEXP,spending,2015,TOTEXP15,suffix_15
TOTEXP,spending,2016,TOTEXP16,suffix_16
TOTEXP,spending,2017,TOTEXP17,suffix_17
TOTEXP,spending,2018,TOTEXP18,suffix_18
TOTEXP,spending,2019,TOTEXP19,suffix_19
TOTEXP,spending,2020,TOTEXP20,suffix_20
TOTEXP,spending,2021,TOTEXP21,suffix_21
TOTEXP,spending,2022,TOTEXP22,suffix_22
TOTEXP,spending,2023,TOTEXP23,suffix_23
TOTSLF,spending,1996,TOTSLF96,suffix_96
TOTSLF,spending,1997,TOTSLF97,suffix_97
TOTSLF,spending,1998,TOTSLF98,suffix_98
TOTSLF,spending,1999,TOTSLF99,suffix_99
TOTSLF,spending,2000,TOTSLF00,suffix_00
TOTSLF,spending,2001,TOTSLF01,suffix_01
TOTSLF,spending,2002,TOTSLF02,suffix_02
TOTSLF,spending,2003,TOTSLF03,suffix_03
TOTSLF,spending,2004,TOTSLF04,suffix_04
TOTSLF,spending,2005,TOTSLF05,suffix_05
TOTSLF,spending,2006,TOTSLF06,suffix_06
TOTSLF,spending,2007,TOTSLF07,suffix_07
TOTSLF,spending,2008,TOTSLF08,suffix_08
TOTSLF,spending,2009,TOTSLF09,suffix_09
TOTSLF,spending,2010,TOTSLF10,suffix_10
TOTSLF,spending,2011,TOTSLF11,suffix_11
TOTSLF,spending,2012,TOTSLF12,suffix_12
TOTSLF,spending,2013,TOTSLF13,suffix_13
TOTSLF,spending,2014,TOTSLF14,suffix_14
TOTSLF,spending,2015,TOTSLF15,suffix_15
